id,time,appCat.finance
AS14.12,2014-05-01 21:21:24.930,7.083
AS14.12,2014-05-01 21:21:32.016,5.22
AS14.12,2014-05-01 21:21:37.239,7.041
AS14.12,2014-05-01 21:21:44.282,145.493
AS14.12,2014-05-01 21:24:13.796,6.018
AS14.12,2014-05-01 21:24:19.819,9.027
AS14.12,2014-05-01 21:24:28.846,21.103
AS14.12,2014-05-01 23:27:39.426,4.009
AS14.12,2014-05-01 23:27:43.437,9.029
AS14.12,2014-05-02 11:13:44.125,4.01
AS14.12,2014-05-02 11:13:48.135,12.033
AS14.12,2014-05-02 11:14:00.171,28.102
AS14.12,2014-05-02 11:15:12.730,3.008
AS14.12,2014-05-02 11:15:15.740,7.013
AS14.12,2014-05-02 11:15:22.753,104.45
AS14.12,2014-05-02 20:49:30.842,5.061
AS14.12,2014-05-02 20:49:35.905,7.139
AS14.12,2014-05-02 21:13:31.111,3.009
AS14.12,2014-05-02 21:13:34.121,7.018
AS14.12,2014-05-02 21:13:41.140,68.292
AS14.12,2014-05-03 14:04:01.470,4.009
AS14.12,2014-05-03 14:04:05.483,8.018
AS14.12,2014-05-03 14:04:13.503,40.124
AS14.14,2014-03-21 14:18:51.381,19.228
AS14.14,2014-03-21 14:19:12.637,40.25
AS14.14,2014-03-21 18:57:03.881,38.553
AS14.14,2014-03-21 22:20:19.891,315.481
AS14.14,2014-03-22 11:16:34.790,13.06
AS14.14,2014-03-22 11:27:02.329,68.644
AS14.14,2014-03-22 14:14:01.941,148.07
AS14.14,2014-03-22 15:58:22.032,31.176
AS14.14,2014-03-22 17:41:42.200,12.037
AS14.14,2014-03-22 20:05:06.967,8.021
AS14.14,2014-03-23 13:19:34.993,154.58
AS14.14,2014-03-23 14:20:03.224,5.044
AS14.14,2014-03-24 09:25:18.803,6.041
AS14.14,2014-03-24 10:18:55.048,3.076
AS14.14,2014-03-24 10:29:53.403,47.267
AS14.14,2014-03-24 10:43:19.838,33.232
AS14.14,2014-03-24 12:27:11.688,5.086
AS14.14,2014-03-24 13:23:34.463,5.022
AS14.14,2014-03-24 13:26:43.427,4.019
AS14.14,2014-03-24 14:04:51.720,31.301
AS14.14,2014-03-24 14:06:03.693,1.115
AS14.14,2014-03-24 14:06:15.558,13.174
AS14.14,2014-03-24 14:42:22.476,5.404
AS14.14,2014-03-24 14:43:17.604,5.033
AS14.14,2014-03-24 15:25:51.707,56.524
AS14.14,2014-03-24 16:07:15.618,240.08
AS14.14,2014-03-24 16:11:18.765,82.035
AS14.14,2014-03-24 16:13:18.591,163.476
AS14.14,2014-03-24 16:19:42.960,6.026
AS14.14,2014-03-24 17:13:26.601,41.405
AS14.14,2014-03-24 17:26:29.903,109.011
AS14.14,2014-03-24 17:29:27.111,10.122
AS14.14,2014-03-25 08:24:16.664,122.447
AS14.14,2014-03-25 08:26:54.279,32.222
AS14.14,2014-03-25 08:28:02.927,103.384
AS14.14,2014-03-25 22:35:35.209,73.273
AS14.14,2014-03-25 22:36:55.618,46.19
AS14.14,2014-03-26 19:27:35.154,6.048
AS14.14,2014-03-27 09:02:30.869,12.037
AS14.14,2014-03-27 16:03:35.739,4.78
AS14.14,2014-03-27 16:03:41.588,3.01
AS14.14,2014-03-27 17:46:16.846,88.543
AS14.14,2014-03-27 17:48:27.197,9.023
AS14.14,2014-03-27 18:04:31.150,38.191
AS14.14,2014-03-28 11:06:44.328,170.064
AS14.14,2014-03-28 16:08:50.246,49.292
AS14.14,2014-03-28 17:06:27.655,4.009
AS14.14,2014-03-29 08:05:35.697,48.237
AS14.14,2014-03-29 10:42:32.882,46.082
AS14.14,2014-03-29 10:43:39.328,2.159
AS14.14,2014-03-29 10:49:13.453,29.9
AS14.14,2014-03-29 10:57:42.454,2.519
AS14.14,2014-03-29 11:08:14.693,2.094
AS14.14,2014-03-29 11:11:53.023,2.864
AS14.14,2014-03-29 11:15:06.868,2.5
AS14.14,2014-03-29 11:17:42.790,6.144
AS14.14,2014-03-29 21:04:46.834,6.462
AS14.14,2014-03-29 21:05:24.072,6.1
AS14.14,2014-04-03 21:09:54.763,8.059
AS14.15,2014-04-28 15:39:16.641,10.036
AS14.15,2014-04-28 15:39:26.681,11.039
AS14.15,2014-04-28 15:39:37.726,75.574
AS14.16,2014-03-15 14:48:27.992,18.061
AS14.16,2014-03-15 15:03:54.247,2.004
AS14.16,2014-03-15 15:04:01.289,3.008
AS14.16,2014-03-15 16:02:16.348,11.107
AS14.16,2014-03-15 16:02:31.592,6.012
AS14.16,2014-03-16 21:17:28.829,19.082
AS14.16,2014-03-18 10:22:09.203,22.1
AS14.16,2014-03-23 11:12:14.292,13.047
AS14.16,2014-03-24 12:52:48.216,4.015
AS14.16,2014-03-24 12:52:59.325,2.017
AS14.16,2014-03-26 23:58:54.779,42.66
AS14.16,2014-03-26 23:59:38.864,22.137
AS14.16,2014-03-29 09:56:50.779,19.119
AS14.16,2014-04-04 20:38:50.553,20.066
AS14.16,2014-04-07 00:06:40.334,19.159
AS14.16,2014-04-07 20:19:10.332,26.12
AS14.16,2014-04-09 14:37:01.336,11.053
AS14.16,2014-04-10 18:54:13.645,86.556
AS14.16,2014-04-10 18:55:48.273,1.142
AS14.16,2014-04-17 19:17:27.335,44.169
AS14.16,2014-04-17 19:19:22.999,58.241
AS14.16,2014-04-23 15:53:07.816,35.949
AS14.16,2014-04-23 15:53:44.903,1.991
AS14.16,2014-04-23 15:58:10.650,4.037
AS14.16,2014-04-23 15:59:56.767,97.953
AS14.16,2014-04-29 14:02:34.188,79.333
AS14.16,2014-04-29 16:45:25.585,53.334
AS14.16,2014-05-04 18:35:06.390,29.127
AS14.17,2014-03-29 21:20:25.124,21.08
AS14.17,2014-04-30 12:26:16.117,49.405
AS14.17,2014-04-30 12:27:24.592,11.147
AS14.20,2014-04-04 23:13:13.862,8.054
AS14.20,2014-04-04 23:13:21.921,6.041
AS14.20,2014-04-04 23:13:27.963,13.077
AS14.20,2014-04-04 23:13:41.042,1.011
AS14.20,2014-04-04 23:13:56.117,3.006
AS14.20,2014-04-04 23:13:59.124,19.105
AS14.20,2014-04-04 23:14:18.232,22.092
AS14.20,2014-04-04 23:14:40.325,3.013
AS14.20,2014-04-12 13:05:09.838,29.615
AS14.20,2014-04-12 19:20:05.736,20.077
AS14.25,2014-04-27 23:07:32.667,125.807
AS14.25,2014-04-27 23:09:40.490,61.461
AS14.25,2014-05-03 09:42:14.732,31.148
AS14.25,2014-05-07 15:25:00.204,40.457
AS14.28,2014-03-31 18:42:15.510,10.042
AS14.28,2014-03-31 18:42:25.559,4.016
AS14.28,2014-03-31 18:42:29.575,145.439
AS14.28,2014-04-01 07:49:24.076,4.018
AS14.28,2014-04-01 07:49:28.096,4.008
AS14.28,2014-04-01 07:49:32.105,11.042
AS14.28,2014-04-01 10:32:02.604,6.062
AS14.28,2014-04-01 10:32:08.673,4.086
AS14.28,2014-04-01 10:32:12.766,7.183
AS14.28,2014-04-01 16:01:06.311,11.033
AS14.28,2014-04-01 16:01:17.349,5.021
AS14.28,2014-04-01 16:01:22.372,4.018
AS14.28,2014-04-01 21:14:27.311,5.02
AS14.28,2014-04-01 21:14:32.334,8.154
AS14.28,2014-04-01 21:14:40.489,3.008
AS14.28,2014-04-02 07:34:54.509,4.019
AS14.28,2014-04-02 07:34:58.539,5.012
AS14.28,2014-04-02 07:35:03.553,2.314
AS14.28,2014-04-02 11:28:16.954,5.026
AS14.28,2014-04-02 11:28:21.987,4.01
AS14.28,2014-04-02 11:28:26.000,7.046
AS14.28,2014-04-02 13:54:04.380,5.015
AS14.28,2014-04-02 13:54:09.407,6.017
AS14.28,2014-04-02 13:54:15.428,185.344
AS14.28,2014-04-02 13:58:06.249,9.842
AS14.28,2014-04-02 13:58:18.255,9.847
AS14.28,2014-04-02 14:09:52.055,9.802
AS14.28,2014-04-02 14:13:57.647,9.822
AS14.28,2014-04-02 14:18:17.000,3.046
AS14.28,2014-04-02 14:18:20.052,3.287
AS14.28,2014-04-02 14:19:59.171,4.041
AS14.28,2014-04-02 14:20:03.217,1.009
AS14.28,2014-04-03 13:13:48.654,22.376
AS14.28,2014-04-03 13:14:11.036,12.419
AS14.28,2014-04-03 13:14:23.459,3.027
AS14.28,2014-04-04 13:34:27.769,14.065
AS14.28,2014-04-04 13:34:41.836,15.041
AS14.28,2014-04-04 13:34:56.880,5.018
AS14.28,2014-04-07 22:20:32.015,5.277
AS14.28,2014-04-07 22:20:37.296,5.304
AS14.28,2014-04-07 22:20:42.601,13.057
AS14.28,2014-04-09 11:22:01.147,5.019
AS14.28,2014-04-09 11:22:06.170,7.017
AS14.28,2014-04-09 11:22:13.190,81.338
AS14.28,2014-04-10 15:09:03.881,7.373
AS14.28,2014-04-10 15:09:11.259,5.025
AS14.28,2014-04-10 15:09:16.285,11.057
AS14.28,2014-04-10 22:17:11.878,4.01
AS14.28,2014-04-10 22:17:15.892,4.067
AS14.28,2014-04-10 22:17:19.961,7.026
AS14.28,2014-04-11 12:11:22.079,5.014
AS14.28,2014-04-11 12:11:27.098,4.009
AS14.28,2014-04-11 12:11:31.111,16.972
AS14.28,2014-04-11 12:11:49.789,1.003
AS14.28,2014-04-11 12:11:53.803,2.378
AS14.28,2014-04-11 12:11:56.183,4.009
AS14.28,2014-04-11 12:12:00.194,14.387
AS14.28,2014-04-11 12:12:18.049,1.001
AS14.28,2014-04-11 12:12:19.051,13.495
AS14.28,2014-04-11 12:12:53.249,3.057
AS14.28,2014-04-11 12:12:56.312,2.006
AS14.28,2014-04-11 12:12:58.323,13.425
AS14.28,2014-04-11 12:13:24.585,1.045
AS14.28,2014-04-11 12:13:25.631,4.191
AS14.28,2014-04-11 12:13:29.826,11.125
AS14.28,2014-04-11 12:13:40.956,17.029
AS14.28,2014-04-11 12:14:03.729,1.003
AS14.28,2014-04-11 12:14:04.734,15.063
AS14.28,2014-04-12 13:23:04.617,5.012
AS14.28,2014-04-12 13:23:09.630,13.049
AS14.28,2014-04-12 13:23:22.684,5.063
AS14.28,2014-04-12 15:04:07.009,5.305
AS14.28,2014-04-12 15:04:12.315,9.053
AS14.28,2014-04-12 15:04:21.371,9.037
AS14.28,2014-04-14 08:09:16.950,4.011
AS14.28,2014-04-14 08:09:20.970,4.261
AS14.28,2014-04-14 08:09:25.239,18.063
AS14.28,2014-04-14 16:18:28.904,5.013
AS14.28,2014-04-14 16:18:33.918,5.016
AS14.28,2014-04-14 16:18:38.936,9.057
AS14.28,2014-04-15 08:01:24.990,9.031
AS14.28,2014-04-15 08:01:34.025,4.148
AS14.28,2014-04-15 08:01:38.174,3.269
AS14.28,2014-04-15 10:42:01.460,5.016
AS14.28,2014-04-15 10:42:06.480,4.008
AS14.28,2014-04-15 10:42:10.490,33.11
AS14.28,2014-04-15 16:48:49.194,14.897
AS14.28,2014-04-15 16:49:05.760,18.629
AS14.28,2014-04-15 16:49:26.111,22.125
AS14.28,2014-04-15 16:51:38.095,14.864
AS14.28,2014-04-15 16:51:59.434,6.132
AS14.28,2014-04-15 16:52:05.631,10.044
AS14.28,2014-04-15 16:52:15.693,8.03
AS14.28,2014-04-16 11:14:25.282,4.011
AS14.28,2014-04-16 11:14:29.299,5.018
AS14.28,2014-04-16 11:14:34.328,43.195
AS14.28,2014-04-16 11:15:17.529,15.235
AS14.28,2014-04-16 11:16:57.082,2.003
AS14.28,2014-04-16 11:16:59.101,2.012
AS14.28,2014-04-16 11:17:01.118,5.022
AS14.28,2014-04-17 21:35:37.496,4.057
AS14.28,2014-04-17 21:35:41.559,5.024
AS14.28,2014-04-17 21:35:46.585,22.161
AS14.28,2014-04-18 08:47:33.400,4.011
AS14.28,2014-04-18 08:47:37.417,10.049
AS14.28,2014-04-18 08:47:47.471,6.055
AS14.28,2014-04-18 14:07:49.019,4.009
AS14.28,2014-04-18 14:07:53.030,5.019
AS14.28,2014-04-18 14:07:58.052,26.872
AS14.28,2014-04-18 14:11:08.956,1.021
AS14.28,2014-04-18 14:11:09.980,2.008
AS14.28,2014-04-18 14:11:11.989,4.014
AS14.28,2014-04-18 14:11:16.006,44.249
AS14.28,2014-04-18 14:20:00.513,3.206
AS14.28,2014-04-18 14:20:03.720,4.017
AS14.28,2014-04-18 14:20:07.743,31.179
AS14.28,2014-04-18 14:28:53.124,2.015
AS14.28,2014-04-18 14:28:55.141,4.206
AS14.28,2014-04-18 14:28:59.352,41.3
AS14.28,2014-04-18 14:32:22.134,3.085
AS14.28,2014-04-18 14:32:25.220,2.009
AS14.28,2014-04-18 14:32:27.233,4.113
AS14.28,2014-04-18 14:32:31.351,2.005
AS14.28,2014-04-19 09:00:48.969,5.021
AS14.28,2014-04-19 09:00:53.996,5.036
AS14.28,2014-04-19 09:00:59.045,3.37
AS14.28,2014-04-19 22:21:37.917,4.011
AS14.28,2014-04-19 22:21:41.930,4.085
AS14.28,2014-04-19 22:21:46.017,3.014
AS14.28,2014-04-23 08:02:36.707,5.015
AS14.28,2014-04-23 08:02:41.724,6.252
AS14.28,2014-04-23 08:02:47.977,19.179
AS14.28,2014-04-23 20:59:05.174,4.02
AS14.28,2014-04-23 20:59:09.197,7.284
AS14.28,2014-04-23 20:59:16.483,6.031
AS14.28,2014-04-25 09:12:58.099,5.101
AS14.28,2014-04-25 09:13:03.203,5.013
AS14.28,2014-04-25 09:13:08.220,12.046
AS14.28,2014-04-26 08:13:47.996,6.017
AS14.28,2014-04-26 15:53:22.431,8.027
AS14.28,2014-04-26 15:53:30.460,6.019
AS14.28,2014-04-26 15:53:36.482,4.179
AS14.28,2014-04-27 12:22:41.956,11.055
AS14.28,2014-04-27 13:52:53.213,8.077
AS14.28,2014-04-27 13:53:01.292,5.266
AS14.28,2014-04-27 13:53:06.559,3.014
AS14.28,2014-05-01 09:17:37.046,4.074
AS14.28,2014-05-01 20:13:45.690,55.238
AS14.28,2014-05-01 20:14:40.930,17.045
AS14.28,2014-05-01 20:14:57.976,3.74
AS14.28,2014-05-01 20:15:08.243,7.029
AS14.28,2014-05-01 20:15:15.282,2.027
AS14.28,2014-05-02 22:30:27.752,5.023
AS14.28,2014-05-03 21:18:58.137,5.011
AS14.28,2014-05-03 21:19:03.160,7.024
AS14.28,2014-05-05 21:21:22.572,5.013
AS14.28,2014-05-05 21:21:27.592,3.02
AS14.28,2014-05-06 17:46:36.302,5.013
AS14.28,2014-05-06 17:46:41.325,1.218
AS14.28,2014-05-06 19:36:28.387,4.095
AS14.28,2014-05-06 19:36:32.483,3.023
AS14.28,2014-05-07 08:06:23.641,5.022
AS14.28,2014-05-07 08:06:28.664,6.02
AS14.28,2014-05-07 08:06:34.686,16.435
AS14.29,2014-04-11 08:05:20.977,27.183
AS14.29,2014-04-16 20:18:21.151,1.004
AS14.29,2014-04-29 12:11:06.168,68.332
AS14.29,2014-05-09 10:54:04.609,35.238
AS14.29,2014-05-09 10:54:54.910,16.044
AS14.29,2014-05-09 10:55:36.108,14.051
AS14.30,2014-03-20 12:45:11.869,6.021
AS14.30,2014-03-20 12:45:17.898,7.024
AS14.30,2014-03-20 12:45:24.924,4.388
AS14.30,2014-03-20 13:04:07.859,2.424
AS14.30,2014-03-20 13:05:19.471,3.018
AS14.30,2014-03-20 13:05:22.492,2.256
AS14.30,2014-03-20 13:05:41.147,3.021
AS14.30,2014-03-20 13:05:44.171,2.21
AS14.30,2014-03-20 13:09:02.285,5.047
AS14.30,2014-03-20 13:09:07.332,0.131
AS14.30,2014-03-20 13:11:55.770,3.011
AS14.30,2014-03-24 12:59:13.739,7.026
AS14.30,2014-03-24 12:59:20.769,17.068
AS14.30,2014-03-24 12:59:47.888,4.03
AS14.30,2014-03-24 12:59:51.920,14.136
AS14.30,2014-03-24 13:00:06.056,70.046
AS14.30,2014-03-24 13:07:40.966,5.021
AS14.30,2014-03-24 13:07:45.987,4.022
AS14.30,2014-03-24 13:07:52.030,2.011
AS14.30,2014-03-24 13:07:54.042,2.011
AS14.30,2014-03-24 14:52:37.236,7.024
AS14.30,2014-03-24 14:52:44.263,10.043
AS14.30,2014-03-24 14:52:54.308,51.634
AS14.30,2014-03-25 18:22:35.555,8.044
AS14.30,2014-03-25 18:22:43.615,14.359
AS14.30,2014-03-25 18:31:53.581,3.026
AS14.30,2014-03-27 08:46:28.565,8.037
AS14.30,2014-03-27 08:46:36.611,5.02
AS14.30,2014-03-28 22:38:51.951,7.02
AS14.30,2014-03-28 22:38:58.979,6.068
AS14.30,2014-04-01 20:10:36.645,6.026
AS14.30,2014-04-01 20:10:42.673,10.064
AS14.30,2014-04-01 20:10:52.739,41.174
AS14.30,2014-04-02 09:49:35.246,7.024
AS14.30,2014-04-02 09:49:42.273,6.024
AS14.30,2014-04-04 21:48:04.220,10.038
AS14.30,2014-04-04 21:48:14.262,9.038
AS14.30,2014-04-04 21:48:23.308,106.508
AS14.30,2014-04-04 21:51:12.000,7.025
AS14.30,2014-04-04 21:51:19.026,10.036
AS14.30,2014-04-04 21:51:29.065,229.212
AS14.30,2014-04-05 19:29:45.670,7.04
AS14.30,2014-04-05 19:29:52.710,14.109
AS14.30,2014-04-08 18:15:38.043,8.049
AS14.30,2014-04-08 18:15:46.095,11.054
AS14.30,2014-04-08 18:15:57.151,13.105
AS14.30,2014-04-08 19:04:12.924,2.01
AS14.30,2014-04-10 12:08:36.506,7.019
AS14.30,2014-04-10 12:08:43.528,8.025
AS14.30,2014-04-10 12:08:51.555,5.022
AS14.30,2014-04-11 11:39:34.944,8.103
AS14.30,2014-04-11 11:39:43.053,9.025
AS14.30,2014-04-11 11:39:52.079,9.635
AS14.30,2014-04-11 11:41:04.851,3.091
AS14.30,2014-04-11 11:41:09.950,1.057
AS14.30,2014-04-13 17:06:24.329,7.021
AS14.30,2014-04-13 17:06:31.354,17.086
AS14.30,2014-04-15 10:05:02.737,24.132
AS14.30,2014-04-15 10:05:26.872,21.122
AS14.30,2014-04-15 10:05:48.012,32.184
AS14.30,2014-04-16 11:24:31.101,3.864
AS14.30,2014-04-16 11:24:35.089,4.023
AS14.30,2014-04-16 11:24:39.117,5.025
AS14.30,2014-04-17 10:27:45.724,7.027
AS14.30,2014-04-17 10:27:52.757,11.116
AS14.30,2014-04-17 10:28:09.930,3.026
AS14.30,2014-04-17 10:28:12.960,16.057
AS14.30,2014-04-17 10:28:29.020,27.215
AS14.30,2014-04-17 10:47:18.729,7.028
AS14.30,2014-04-17 10:47:25.763,10.037
AS14.30,2014-04-17 15:45:19.582,7.023
AS14.30,2014-04-17 15:45:26.607,7.029
AS14.30,2014-04-18 12:43:33.118,6.042
AS14.30,2014-04-18 12:43:39.177,11.043
AS14.30,2014-04-18 12:43:50.223,23.405
AS14.30,2014-04-19 20:10:18.901,7.026
AS14.30,2014-04-19 20:10:25.934,4.016
AS14.30,2014-04-21 23:35:52.082,8.089
AS14.30,2014-04-21 23:36:00.174,4.041
AS14.30,2014-04-22 11:23:37.023,7.034
AS14.30,2014-04-22 11:23:44.063,9.031
AS14.30,2014-04-22 19:56:31.020,7.027
AS14.30,2014-04-22 19:56:38.049,7.03
AS14.30,2014-04-23 10:06:42.917,8.029
AS14.30,2014-04-23 10:06:50.951,18.158
AS14.30,2014-04-23 10:07:09.111,30.104
AS14.30,2014-04-23 12:43:26.881,7.053
AS14.30,2014-04-23 12:43:33.941,8.03
AS14.30,2014-04-23 12:43:41.973,20.804
AS14.30,2014-04-23 15:23:14.338,7.032
AS14.30,2014-04-23 15:23:21.374,18.085
AS14.30,2014-04-24 11:32:29.084,8.02
AS14.30,2014-04-24 11:32:37.109,4.978
AS14.30,2014-04-24 12:00:48.773,4.014
AS14.30,2014-04-24 12:01:00.858,4.018
AS14.30,2014-04-24 12:54:14.947,9.041
AS14.30,2014-04-24 12:54:23.990,21.077
AS14.30,2014-04-24 12:55:51.572,4.016
AS14.30,2014-04-28 16:14:39.923,9.024
AS14.30,2014-04-28 16:14:48.950,13.058
AS14.30,2014-04-28 16:15:02.009,103.042
AS14.30,2014-04-28 16:33:56.121,61.819
AS14.30,2014-04-28 16:45:35.885,4.009
AS14.30,2014-04-28 16:45:39.898,6.027
AS14.30,2014-04-28 16:45:45.927,3.007
AS14.30,2014-04-28 16:45:48.938,7.025
AS14.30,2014-04-29 22:01:26.963,8.046
AS14.30,2014-04-29 22:01:35.013,11.045
AS14.30,2014-04-29 22:02:55.453,2.005
AS14.30,2014-04-29 22:02:57.459,21.15
AS14.30,2014-05-02 00:04:28.134,14.071
AS14.30,2014-05-02 00:04:42.211,8.029
AS14.30,2014-05-02 00:04:50.242,10.14
AS14.30,2014-05-02 19:26:51.888,10.092
AS14.30,2014-05-02 19:27:01.982,9.063
AS14.30,2014-05-02 19:27:11.046,60.363
AS14.30,2014-05-02 19:28:14.473,4.014
AS14.30,2014-05-02 19:28:18.489,13.21
AS14.30,2014-05-02 19:31:10.953,3.019
AS14.31,2014-04-02 12:49:08.687,13.057
AS14.31,2014-04-02 17:31:34.125,34.098
AS14.31,2014-04-02 17:32:09.233,9.008
AS14.31,2014-04-02 17:32:18.486,2.006
AS14.31,2014-04-03 17:08:26.357,19.074
AS14.31,2014-04-05 12:43:22.375,2.034
AS14.31,2014-04-06 18:15:23.517,51.035
AS14.31,2014-04-06 18:17:58.589,3.01
AS14.31,2014-04-07 20:03:09.914,36.157
AS14.31,2014-04-08 20:03:53.479,64.352
AS14.31,2014-04-09 21:54:33.427,27.095
AS14.31,2014-04-11 18:03:10.711,129.439
AS14.31,2014-04-11 18:05:52.272,11.051
AS14.31,2014-04-11 18:06:07.384,18.046
AS14.31,2014-04-12 22:16:12.161,32.255
AS14.31,2014-04-14 18:41:50.154,6.018
AS14.31,2014-04-15 13:53:11.131,49.322
AS14.31,2014-04-16 20:59:11.519,51.248
AS14.31,2014-04-16 23:05:54.586,93.004
AS14.31,2014-04-16 23:23:52.894,4.385
AS14.31,2014-04-16 23:25:53.194,4.113
AS14.31,2014-04-16 23:36:18.881,4.089
AS14.31,2014-04-17 20:24:14.637,46.142
AS14.31,2014-04-17 20:25:02.798,23.077
AS14.31,2014-04-21 13:22:38.940,74.317
AS14.31,2014-04-23 12:12:58.059,147.686
AS14.31,2014-04-23 12:16:33.009,2.009
AS14.31,2014-04-23 12:16:46.085,21.071
AS14.31,2014-04-23 12:20:01.984,16.219
AS14.31,2014-04-23 12:20:54.339,3.054
AS14.31,2014-04-23 12:21:03.796,36.118
AS14.31,2014-04-23 12:22:03.358,11.182
AS14.31,2014-04-23 18:01:42.167,9.051
AS14.31,2014-04-24 12:46:41.421,32.102
AS14.31,2014-04-26 11:32:54.302,85.333
AS14.31,2014-04-28 13:11:07.625,72.246
AS14.31,2014-04-28 22:44:07.677,33.119
AS14.31,2014-04-29 07:59:04.523,28.087
AS14.31,2014-04-29 12:59:16.802,51.169
AS14.31,2014-04-29 13:03:21.411,8.586
AS14.31,2014-04-29 13:11:38.592,3.975
AS14.31,2014-04-29 13:13:24.997,3.099
AS14.31,2014-04-29 16:09:08.703,4.012
AS14.31,2014-04-29 19:23:02.066,14.082
AS14.31,2014-04-29 20:28:35.585,2.012
AS14.31,2014-04-29 20:29:12.717,7.025
AS14.31,2014-04-29 20:30:18.546,2.006
AS14.31,2014-05-01 17:18:13.706,28.083
AS14.31,2014-05-01 19:07:29.111,11.048
AS14.31,2014-05-02 18:22:53.785,26.08
AS14.33,2014-04-28 12:53:34.257,3.106
