id,time,appCat.game
AS14.25,2014-05-06 21:57:05.142,253.841
AS14.25,2014-05-06 22:01:41.088,373.976
AS14.25,2014-05-06 22:08:05.177,155.66
AS14.25,2014-05-07 07:54:17.792,17.071
AS14.25,2014-05-07 08:11:39.171,317.287
AS14.25,2014-05-07 08:16:59.473,482.702
AS14.25,2014-05-07 11:51:21.897,9.059
AS14.25,2014-05-07 11:51:33.976,110.893
AS14.25,2014-05-07 15:19:06.380,238.162
AS14.25,2014-05-07 20:24:00.207,381.761
AS14.25,2014-05-07 20:30:24.983,365.434
AS14.25,2014-05-08 07:11:36.707,38.182
AS14.25,2014-05-08 07:16:22.881,80.762
AS14.25,2014-05-08 08:27:25.130,2.025
AS14.25,2014-05-08 08:27:31.171,29.148
AS14.25,2014-05-08 08:42:48.726,226.337
AS14.27,2014-04-03 08:56:39.380,59.736
AS14.27,2014-04-03 08:57:43.346,101.465
AS14.27,2014-04-03 10:49:01.089,80.41
AS14.27,2014-04-03 22:08:27.315,10.049
AS14.27,2014-04-03 22:08:38.378,65.301
AS14.27,2014-04-03 22:09:45.709,16.063
AS14.27,2014-04-04 08:45:12.003,77.35
AS14.27,2014-04-04 08:46:33.377,105.609
AS14.27,2014-04-04 09:40:13.953,7.157
AS14.27,2014-04-04 15:02:22.233,26.106
AS14.27,2014-04-04 15:02:53.368,80.004
AS14.27,2014-04-04 17:18:08.221,6.037
AS14.27,2014-04-04 17:18:15.266,18.955
AS14.27,2014-04-04 17:19:07.586,48.254
AS14.27,2014-04-04 17:19:56.851,52.254
AS14.27,2014-04-05 11:08:10.400,14.964
AS14.27,2014-04-05 11:08:56.378,1.887
AS14.27,2014-04-05 11:10:54.220,19.702
AS14.27,2014-04-05 11:15:01.016,30.142
AS14.27,2014-04-05 22:21:51.068,78.268
AS14.27,2014-04-05 22:23:11.355,63.288
AS14.27,2014-04-05 22:56:15.371,2.005
AS14.27,2014-04-06 19:09:25.262,14.878
AS14.27,2014-04-06 19:09:41.289,46.214
AS14.27,2014-04-06 19:10:30.519,12.037
AS14.27,2014-04-06 19:10:43.565,63.275
AS14.27,2014-04-07 18:44:08.414,66.967
AS14.27,2014-04-07 18:45:21.414,17.097
AS14.27,2014-04-07 21:35:42.619,37.166
AS14.27,2014-04-08 08:46:40.323,57.23
AS14.27,2014-04-08 08:47:41.578,13.049
AS14.27,2014-04-08 08:47:55.667,68.332
AS14.27,2014-04-08 17:14:51.257,68.063
AS14.27,2014-04-08 17:35:26.529,49.238
AS14.27,2014-04-09 17:34:03.095,25.088
AS14.27,2014-04-09 17:34:31.203,71.343
AS14.27,2014-04-10 13:18:26.957,43.052
AS14.27,2014-04-10 13:19:49.217,74.406
AS14.27,2014-04-10 17:46:14.697,32.152
AS14.27,2014-04-10 17:46:54.911,8.856
AS14.27,2014-04-10 18:18:57.687,31.444
AS14.27,2014-04-10 18:19:32.079,10.049
AS14.27,2014-04-10 18:31:38.914,15.101
AS14.27,2014-04-10 18:31:55.881,4.713
AS14.27,2014-04-11 09:07:03.319,17.097
AS14.27,2014-04-11 16:15:44.487,31.195
AS14.27,2014-04-11 16:16:20.703,10.099
AS14.27,2014-04-11 16:16:31.808,56.47
AS14.27,2014-04-12 11:11:35.309,3.015
AS14.27,2014-04-12 11:12:05.523,29.258
AS14.27,2014-04-12 11:15:40.352,15.058
AS14.27,2014-04-12 11:19:25.933,82.414
AS14.27,2014-04-12 20:42:18.875,12.078
AS14.27,2014-04-12 20:42:31.961,7.093
AS14.27,2014-04-13 12:41:51.937,22.831
AS14.27,2014-04-13 12:42:18.815,7.211
AS14.27,2014-04-14 20:20:44.668,17.736
AS14.27,2014-04-14 20:21:03.510,40.168
AS14.27,2014-04-14 20:21:47.700,12.047
AS14.27,2014-04-15 16:21:54.868,45.26
AS14.27,2014-04-15 16:22:43.144,10.056
AS14.27,2014-04-15 22:17:25.845,13.08
AS14.27,2014-04-15 22:17:39.933,73.311
AS14.27,2014-04-16 15:18:22.227,27.155
AS14.27,2014-04-16 15:18:52.395,85.921
AS14.27,2014-04-17 17:15:33.523,32.163
AS14.27,2014-04-17 17:16:08.697,8.119
AS14.27,2014-04-17 21:17:56.522,14.054
AS14.27,2014-04-17 22:20:15.302,57.91
AS14.27,2014-04-18 09:56:45.447,36.261
AS14.27,2014-04-19 11:10:35.608,15.03
AS14.27,2014-04-19 11:10:51.984,15.027
AS14.27,2014-04-19 11:11:08.269,9.076
AS14.27,2014-04-19 11:11:20.372,53.265
AS14.27,2014-04-19 11:12:23.904,55.85
AS14.27,2014-04-19 11:14:45.599,49.983
AS14.27,2014-04-19 11:15:37.539,36.149
AS14.27,2014-04-19 17:33:15.188,33.144
AS14.27,2014-04-19 17:33:52.355,8.151
AS14.27,2014-04-20 10:49:37.223,90.185
AS14.27,2014-04-20 10:51:08.852,15.146
AS14.27,2014-04-20 12:16:04.145,77.313
AS14.27,2014-04-20 12:17:23.470,27.106
AS14.27,2014-04-21 14:49:54.237,12.113
AS14.27,2014-04-21 14:50:07.384,18.072
AS14.27,2014-04-21 19:00:46.002,9.057
AS14.27,2014-04-21 19:00:59.150,53.267
AS14.27,2014-04-21 19:01:54.940,12.084
AS14.27,2014-04-22 08:51:24.592,9.114
AS14.27,2014-04-22 08:51:35.714,74.549
AS14.27,2014-04-22 17:22:42.858,64.402
AS14.27,2014-04-22 17:23:51.305,73.756
AS14.27,2014-04-22 17:25:05.842,6.028
AS14.27,2014-04-22 17:28:03.335,10.039
AS14.27,2014-04-22 17:28:14.384,63.275
AS14.27,2014-04-22 17:47:05.615,72.063
AS14.27,2014-04-22 17:48:20.565,5.015
AS14.27,2014-04-22 22:04:24.124,46.864
AS14.27,2014-04-23 08:54:06.961,13.068
AS14.27,2014-04-23 14:34:35.641,78.4
AS14.27,2014-04-23 20:03:54.917,47.208
AS14.27,2014-04-23 20:04:47.157,14.949
AS14.27,2014-04-23 20:05:04.176,76.353
AS14.27,2014-04-23 20:48:49.444,10.032
AS14.27,2014-04-23 20:49:00.483,29.126
AS14.27,2014-04-24 17:16:53.209,13.921
AS14.27,2014-04-24 17:17:12.311,19.081
AS14.27,2014-04-24 17:17:34.404,26.786
AS14.27,2014-04-24 22:00:04.759,12.103
AS14.27,2014-04-24 22:00:21.891,48.205
AS14.27,2014-04-25 14:39:43.039,80.42
AS14.27,2014-04-25 14:41:07.483,14.353
AS14.27,2014-04-25 14:41:32.487,70.298
AS14.27,2014-04-27 18:30:45.815,32.152
AS14.27,2014-04-27 18:31:20.993,10.227
AS14.27,2014-04-28 08:02:54.319,47.163
AS14.27,2014-04-28 08:03:44.500,70.341
AS14.27,2014-04-29 10:02:52.384,53.893
AS14.27,2014-04-29 17:33:33.365,87.457
AS14.27,2014-04-29 17:35:03.838,35.697
AS14.27,2014-04-30 08:57:38.283,35.359
AS14.27,2014-04-30 08:58:17.660,79.759
AS14.27,2014-04-30 16:26:35.298,13.073
AS14.27,2014-04-30 16:26:49.378,7.022
AS14.27,2014-04-30 22:34:09.519,14.055
AS14.27,2014-04-30 22:34:29.605,8.051
AS14.27,2014-05-01 08:44:28.049,16.12
AS14.27,2014-05-01 08:44:45.180,11.138
AS14.27,2014-05-01 16:31:00.549,26.207
AS14.27,2014-05-01 19:32:05.825,20.626
AS14.27,2014-05-01 19:32:35.286,33.136
AS14.27,2014-05-01 19:33:08.900,90.391
AS14.27,2014-05-01 19:35:13.522,14.324
AS14.27,2014-05-01 19:35:29.177,83.323
AS14.27,2014-05-01 19:42:32.890,90.372
AS14.27,2014-05-02 08:52:26.549,14.056
AS14.27,2014-05-02 08:52:45.628,44.444
AS14.27,2014-05-02 08:53:31.453,78.351
AS14.27,2014-05-02 16:49:19.578,40.234
AS14.27,2014-05-02 16:50:04.503,79.368
AS14.27,2014-05-04 13:08:16.378,29.108
AS14.27,2014-05-04 13:08:48.503,10.107
AS14.27,2014-05-04 20:13:36.141,13.051
AS14.27,2014-05-05 11:09:26.036,64.013
AS14.27,2014-05-05 11:10:33.059,70.502
AS14.27,2014-05-06 15:06:47.342,39.831
AS14.27,2014-05-06 15:07:30.188,9.048
AS14.27,2014-05-07 08:48:16.415,14.059
AS14.27,2014-05-07 08:48:32.496,8.033
AS14.27,2014-05-08 17:44:52.223,14.868
AS14.27,2014-05-08 17:45:08.576,43.996
AS14.27,2014-05-08 17:45:54.588,28.124
AS14.27,2014-05-08 21:54:30.766,46.315
AS14.27,2014-05-08 21:55:29.141,14.056
AS14.27,2014-05-09 08:52:50.194,14.131
AS14.27,2014-05-09 08:53:05.865,21.894
AS14.27,2014-05-09 08:53:28.253,2.029
AS14.27,2014-05-09 13:15:17.729,11.071
AS14.27,2014-05-09 20:41:39.582,4.045
AS14.27,2014-05-09 20:42:52.180,23.352
AS14.27,2014-05-09 20:43:41.661,7.023
AS14.27,2014-05-10 12:28:43.391,12.076
AS14.27,2014-05-10 12:28:58.484,9.954
AS14.27,2014-05-10 20:56:45.477,12.094
AS14.27,2014-05-10 20:57:00.321,44.277
AS14.27,2014-05-12 12:24:49.779,45.848
AS14.27,2014-05-12 21:26:15.947,24.824
AS14.27,2014-05-12 21:26:41.838,23.09
AS14.27,2014-05-13 09:00:44.119,5.018
AS14.27,2014-05-13 09:01:51.286,2.008
AS14.27,2014-05-13 09:01:56.319,7.053
AS14.28,2014-04-01 10:05:02.359,259.906
AS14.28,2014-04-01 10:09:23.286,15.062
AS14.28,2014-04-01 10:09:40.359,112.797
AS14.28,2014-04-01 10:11:34.782,40.818
AS14.28,2014-04-01 10:12:17.769,28.146
AS14.28,2014-04-02 21:17:02.661,63.557
AS14.28,2014-04-04 13:05:36.351,56.843
AS14.28,2014-04-04 13:07:04.302,137.341
AS14.28,2014-04-05 16:56:59.164,45.369
AS14.28,2014-04-05 17:20:24.697,77.004
AS14.28,2014-04-05 17:21:58.821,10.316
AS14.28,2014-04-05 21:06:49.405,172.141
AS14.28,2014-04-07 20:35:11.480,15.053
AS14.28,2014-04-07 20:35:27.407,14.897
AS14.28,2014-04-07 20:35:43.779,29.384
AS14.28,2014-04-07 20:36:18.266,14.462
AS14.28,2014-04-07 20:36:34.624,24.432
AS14.28,2014-04-07 20:37:00.078,4.031
AS14.28,2014-04-07 22:21:19.904,32.292
AS14.28,2014-04-07 22:31:15.302,18.914
AS14.28,2014-04-07 22:31:35.556,17.136
AS14.28,2014-04-08 08:18:04.052,74.429
AS14.28,2014-04-09 06:26:20.615,4.021
AS14.28,2014-04-10 21:47:16.710,11.133
AS14.28,2014-04-10 22:30:43.775,41.013
AS14.28,2014-04-10 22:31:28.765,16.123
AS14.28,2014-04-10 22:31:44.890,25.747
AS14.28,2014-04-10 22:32:18.257,14.06
AS14.28,2014-04-12 10:58:51.065,50.26
AS14.28,2014-04-12 10:59:44.775,176.202
AS14.28,2014-04-12 11:02:48.427,50.779
AS14.28,2014-04-12 11:03:54.217,19.117
AS14.28,2014-04-12 11:04:17.809,28.095
AS14.28,2014-04-12 11:04:51.121,14.766
AS14.28,2014-04-12 11:05:18.516,11.219
AS14.28,2014-04-12 11:05:54.286,24.813
AS14.28,2014-04-12 11:06:24.354,12.477
AS14.28,2014-04-12 11:06:57.512,30.02
AS14.28,2014-04-12 11:07:31.628,258.878
AS14.28,2014-04-12 11:12:09.206,16.818
AS14.28,2014-04-12 11:12:34.523,31.292
AS14.28,2014-04-12 11:13:06.831,163.588
AS14.28,2014-04-12 11:15:56.042,93.789
AS14.28,2014-04-12 16:41:44.051,4.033
AS14.28,2014-04-13 12:54:30.624,373.532
AS14.28,2014-04-13 14:50:25.051,5.018
AS14.28,2014-04-14 16:25:09.947,89.94
AS14.28,2014-04-14 20:18:33.272,4.17
AS14.28,2014-04-15 13:14:13.598,12.077
AS14.28,2014-04-15 13:15:01.329,13.664
AS14.28,2014-04-15 16:55:04.816,84.819
AS14.28,2014-04-15 16:57:39.921,29.172
AS14.28,2014-04-15 17:05:56.779,73.522
AS14.28,2014-04-15 17:07:11.750,21.148
AS14.28,2014-04-15 17:09:23.719,8.832
AS14.28,2014-04-15 17:09:39.003,325.93
AS14.28,2014-04-15 17:17:58.016,95.741
AS14.28,2014-04-15 17:19:39.732,105.905
AS14.28,2014-04-15 17:21:27.670,2.138
AS14.28,2014-04-15 19:26:41.663,65.054
AS14.28,2014-04-15 22:01:46.630,58.692
AS14.28,2014-04-15 22:02:46.339,46.69
AS14.28,2014-04-16 07:50:22.400,4.053
AS14.28,2014-04-17 21:30:51.013,158.831
AS14.28,2014-04-18 10:21:04.601,443.659
AS14.28,2014-04-18 11:40:20.591,155.745
AS14.28,2014-04-18 11:52:16.269,164.773
AS14.28,2014-04-18 12:29:30.525,13.957
AS14.28,2014-04-18 12:35:25.677,9.502
AS14.28,2014-04-18 12:35:47.693,71.565
AS14.28,2014-04-18 15:53:06.697,109.48
AS14.28,2014-04-18 15:55:03.221,6.03
AS14.28,2014-04-20 08:27:18.342,211.4
AS14.28,2014-04-21 07:16:30.232,4.379
AS14.28,2014-04-21 08:59:55.219,36.263
AS14.28,2014-04-21 09:15:29.799,20.444
AS14.28,2014-04-21 09:20:24.760,1.006
AS14.28,2014-04-21 09:40:26.569,5.347
AS14.28,2014-04-22 11:21:51.594,47.307
AS14.28,2014-04-23 07:59:43.551,89.514
AS14.28,2014-04-23 20:30:48.530,4.021
AS14.28,2014-04-24 14:26:49.750,41.386
AS14.28,2014-04-24 15:04:04.961,41.278
AS14.28,2014-04-25 07:57:38.487,32.135
AS14.28,2014-04-25 09:17:00.461,5.108
AS14.28,2014-04-26 08:12:50.704,51.239
AS14.28,2014-04-26 15:50:23.154,8.194
AS14.28,2014-04-27 10:59:53.019,5.02
AS14.28,2014-04-27 11:06:45.213,46.312
AS14.28,2014-05-01 09:16:29.799,26.684
AS14.28,2014-05-01 13:56:12.154,4.049
AS14.28,2014-05-01 17:12:56.697,11.05
AS14.28,2014-05-01 17:22:06.303,102.246
AS14.28,2014-05-01 20:19:06.632,53.578
AS14.28,2014-05-01 20:34:27.990,68.864
AS14.28,2014-05-01 20:53:01.355,5.015
AS14.28,2014-05-01 20:56:47.049,53.194
AS14.28,2014-05-01 20:58:38.661,34.494
AS14.28,2014-05-01 20:59:30.391,1.008
AS14.28,2014-05-01 21:12:05.594,20.315
AS14.28,2014-05-01 21:12:25.911,58.174
AS14.28,2014-05-01 21:13:24.101,17.564
AS14.28,2014-05-01 21:13:44.076,19.702
AS14.28,2014-05-01 21:14:09.888,26.588
AS14.28,2014-05-01 21:14:39.494,14.453
AS14.28,2014-05-01 21:14:55.210,42.748
AS14.28,2014-05-01 21:15:38.563,14.945
AS14.28,2014-05-01 21:15:55.088,11.182
AS14.28,2014-05-01 21:41:29.551,36.138
AS14.28,2014-05-02 22:10:31.082,158.716
AS14.28,2014-05-02 22:15:26.197,44.233
AS14.28,2014-05-03 17:18:34.563,128.665
AS14.28,2014-05-03 20:58:18.655,23.617
AS14.28,2014-05-03 20:58:45.608,13.851
AS14.28,2014-05-03 20:59:01.400,252.457
AS14.28,2014-05-03 21:15:29.559,8.102
AS14.28,2014-05-03 21:15:45.934,2.024
AS14.28,2014-05-03 21:16:44.266,4.275
AS14.28,2014-05-03 21:16:52.091,26.16
AS14.28,2014-05-03 23:18:24.834,7.21
AS14.28,2014-05-04 09:41:11.415,159.029
AS14.28,2014-05-04 14:34:51.566,74.253
AS14.28,2014-05-04 20:47:56.499,138.059
AS14.28,2014-05-05 21:23:49.982,272.291
AS14.28,2014-05-05 21:56:51.119,34.405
AS14.28,2014-05-06 20:41:25.765,21.003
AS14.28,2014-05-07 13:43:05.319,131.807
AS14.28,2014-05-07 15:00:44.917,5.252
AS14.28,2014-05-07 15:22:11.273,38.457
AS14.28,2014-05-07 15:28:18.345,56.505
AS14.28,2014-05-07 15:39:29.539,28.57
AS14.28,2014-05-07 16:46:45.049,4.089
AS14.28,2014-05-07 17:31:16.778,42.182
AS14.28,2014-05-07 17:43:19.729,79.733
AS14.28,2014-05-07 17:56:56.071,23.385
AS14.28,2014-05-08 08:22:11.295,148.867
AS14.30,2014-04-05 23:43:16.289,478.826
AS14.30,2014-04-06 10:51:33.361,350.907
AS14.30,2014-04-06 15:51:59.555,176.646
AS14.30,2014-04-06 21:51:21.164,662.379
AS14.30,2014-04-06 23:51:09.816,35.068
AS14.30,2014-04-06 23:51:45.732,708.979
AS14.30,2014-04-07 10:29:53.730,131.495
AS14.30,2014-04-07 16:25:50.821,146.736
AS14.30,2014-04-07 22:44:11.990,505.425
AS14.30,2014-04-08 19:11:17.773,824.282
AS14.30,2014-04-08 19:25:02.308,192.899
AS14.30,2014-04-08 20:32:38.986,191.537
AS14.30,2014-04-08 20:44:05.585,263.448
AS14.30,2014-04-09 09:21:41.845,972.166
AS14.30,2014-04-09 10:38:57.852,12.206
AS14.30,2014-04-09 10:39:10.223,229.073
AS14.30,2014-04-09 14:50:24.507,755.05
AS14.30,2014-04-09 19:49:29.062,269.293
AS14.30,2014-04-09 22:07:25.867,307.427
AS14.30,2014-04-10 10:45:56.898,78.852
AS14.30,2014-04-10 14:39:56.907,487.704
AS14.30,2014-04-10 18:58:16.380,134.653
AS14.30,2014-04-10 22:55:10.483,351.726
AS14.30,2014-04-11 07:18:45.700,308.644
AS14.30,2014-04-11 16:30:55.065,29.602
AS14.30,2014-04-11 16:31:28.572,251.445
AS14.30,2014-04-11 17:30:25.884,127.772
AS14.30,2014-04-11 18:24:52.842,407.879
AS14.30,2014-04-11 18:32:59.480,7.073
AS14.30,2014-04-11 20:43:45.969,303.589
AS14.30,2014-04-11 21:10:48.688,543.835
AS14.30,2014-04-11 23:32:42.444,131.179
AS14.30,2014-04-11 23:36:31.568,458.311
AS14.30,2014-04-12 10:10:22.529,910.839
AS14.30,2014-04-12 10:42:44.022,701.837
AS14.30,2014-04-12 16:22:07.207,319.611
AS14.30,2014-04-12 17:14:38.525,800.122
AS14.30,2014-04-13 00:05:40.128,265.411
AS14.30,2014-04-13 09:45:59.605,482.686
AS14.30,2014-04-13 11:57:21.631,142.552
AS14.30,2014-04-13 13:02:45.161,137.636
AS14.30,2014-04-13 18:39:40.029,463.418
AS14.30,2014-04-13 21:10:56.726,441.87
AS14.30,2014-04-14 18:26:27.793,264.765
AS14.30,2014-04-14 19:10:07.019,21.252
AS14.30,2014-04-14 20:07:48.822,5.209
AS14.30,2014-04-14 22:17:12.790,384.919
AS14.30,2014-04-15 14:56:55.539,69.302
AS14.30,2014-04-15 15:11:05.644,143.679
AS14.30,2014-04-16 15:37:13.513,54.051
AS14.30,2014-04-16 15:39:12.664,3.121
AS14.30,2014-04-16 15:43:25.078,707.284
AS14.30,2014-04-16 15:55:42.417,159.714
AS14.30,2014-04-16 16:02:32.575,3.011
AS14.30,2014-04-16 16:02:55.611,51.119
AS14.30,2014-04-16 16:03:55.473,51.925
AS14.30,2014-04-16 16:04:47.723,65.528
AS14.30,2014-04-16 17:10:52.681,164.123
AS14.30,2014-04-17 15:45:44.720,137.819
AS14.30,2014-04-17 17:36:43.111,189.871
AS14.30,2014-04-17 18:32:47.460,873.196
AS14.30,2014-04-17 21:06:24.480,427.459
AS14.30,2014-04-18 11:54:37.747,540.616
AS14.30,2014-04-19 15:12:15.673,223.5
AS14.30,2014-04-19 15:22:06.137,950.579
AS14.30,2014-04-19 20:03:10.436,115.584
AS14.30,2014-04-20 00:47:05.431,175.789
AS14.30,2014-04-20 09:39:23.437,228.043
AS14.30,2014-04-20 20:32:36.075,255.155
AS14.30,2014-04-20 22:04:36.278,178.212
AS14.30,2014-04-20 22:16:55.503,60.279
AS14.30,2014-04-20 22:20:01.618,920.724
AS14.30,2014-04-21 14:46:16.111,4.021
AS14.30,2014-04-23 17:29:01.292,94.599
AS14.30,2014-04-24 09:51:31.966,9.124
AS14.30,2014-04-25 13:02:10.197,226.119
AS14.30,2014-04-28 00:44:46.729,328.626
AS14.30,2014-04-28 16:02:43.332,237.21
AS14.30,2014-04-28 17:40:32.174,503.355
AS14.30,2014-04-29 23:18:35.335,644.11
AS14.30,2014-05-01 19:02:45.040,469.749
AS14.30,2014-05-01 19:20:08.825,127.688
AS14.30,2014-05-02 16:59:23.513,178.118
AS14.30,2014-05-03 18:38:57.259,26.189
